"","SI_2_2.1","SI_2_2.2","SI_2_2.3","SI_2_2.4","SI_2_2.5","SI_2_2.6","SI_2_2.7","SI_2_2.8","SI_2_2.9","SI_2_2.10","SI_2_2.11","SI_2_2.12","SI_2_2.13"
"NÚMERO SECUENCIAL",905832,905833,905834,905835,905836,905837,3775808,905838,905839,905840,905841,905842,905843
"DESCRIPCIÓN DE LA SERIE","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MÍNIMO","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. VARIACIÓN DEL TIPO MÍNIMO","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MARGINAL","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MEDIO","INTERVENCIÓN BCE. TIPO FACILIDAD DE CRÉDITO","INTERVENCIÓN BCE. TIPO FACILIDAD DE DEPÓSITO","ECONOMIA MUNDIAL. TIPO DE INTERÉS DÍA A DÍA. MERCADOS UEM. INTERBANCARIO. ESTER. BCE. ","MERCADOS MONETARIOS. TIPO EONIA","MERCADOS MONETARIOS. EURIBOR 1 MES","MERCADOS MONETARIOS. EURIBOR 3 MESES","MERCADOS MONETARIOS. EURIBOR 6 MESES","MERCADOS MONETARIOS. EURIBOR 12 MESES","FUTUROS EURIBOR 3 MESES. PRIMER VENCIMIENTO"
"DESCRIPCIÓN DE LAS UNIDADES","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Céntimos de Euros","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje"
"23 JUL2012","_","_","_","_",1.500,0.000,"_",0.116,0.173,0.442,0.726,1.000,99.620
"24 JUL2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.113,0.169,0.435,0.721,0.994,99.635
"25 JUL2012","_","_","_","_",1.500,0.000,"_",0.114,0.165,0.427,0.712,0.989,99.640
"26 JUL2012","_","_","_","_",1.500,0.000,"_",0.112,0.162,0.422,0.708,0.983,99.640
"27 JUL2012","_","_","_","_",1.500,0.000,"_",0.111,0.160,0.415,0.698,0.976,99.745
"30 JUL2012","_","_","_","_",1.500,0.000,"_",0.112,0.153,0.401,0.680,0.956,99.745
"31 JUL2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.111,0.149,0.389,0.671,0.946,99.715
"01 AGO2012","_","_","_","_",1.500,0.000,"_",0.112,0.144,0.381,0.664,0.937,99.715
"02 AGO2012","_","_","_","_",1.500,0.000,"_",0.109,0.140,0.375,0.657,0.929,99.695
"03 AGO2012","_","_","_","_",1.500,0.000,"_",0.111,0.139,0.375,0.659,0.930,99.670
"06 AGO2012","_","_","_","_",1.500,0.000,"_",0.109,0.139,0.374,0.658,0.927,99.705
"07 AGO2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.111,0.139,0.370,0.653,0.922,99.690
"08 AGO2012","_","_","_","_",1.500,0.000,"_",0.116,0.139,0.366,0.648,0.918,99.705
"09 AGO2012","_","_","_","_",1.500,0.000,"_",0.123,0.138,0.360,0.640,0.910,99.710
"10 AGO2012","_","_","_","_",1.500,0.000,"_",0.115,0.137,0.353,0.631,0.903,99.720
"13 AGO2012","_","_","_","_",1.500,0.000,"_",0.112,0.135,0.349,0.625,0.897,99.715
"14 AGO2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.110,0.134,0.345,0.620,0.893,99.720
"15 AGO2012","_","_","_","_",1.500,0.000,"_",0.112,0.133,0.341,0.615,0.887,99.715
"16 AGO2012","_","_","_","_",1.500,0.000,"_",0.111,0.133,0.339,0.613,0.882,99.710
"17 AGO2012","_","_","_","_",1.500,0.000,"_",0.112,0.133,0.334,0.607,0.875,99.725
"20 AGO2012","_","_","_","_",1.500,0.000,"_",0.109,0.130,0.325,0.600,0.867,99.735
"21 AGO2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.103,0.128,0.318,0.591,0.860,99.740
"22 AGO2012","_","_","_","_",1.500,0.000,"_",0.103,0.127,0.310,0.582,0.852,99.745
"23 AGO2012","_","_","_","_",1.500,0.000,"_",0.108,0.126,0.303,0.572,0.844,99.760
"24 AGO2012","_","_","_","_",1.500,0.000,"_",0.107,0.124,0.295,0.564,0.836,99.763
"27 AGO2012","_","_","_","_",1.500,0.000,"_",0.110,0.122,0.293,0.558,0.832,99.760
"28 AGO2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.111,0.122,0.290,0.553,0.825,99.745
"29 AGO2012","_","_","_","_",1.500,0.000,"_",0.102,0.122,0.288,0.549,0.819,99.745
"30 AGO2012","_","_","_","_",1.500,0.000,"_",0.106,0.121,0.283,0.544,0.812,99.755
"31 AGO2012","_","_","_","_",1.500,0.000,"_",0.110,0.121,0.278,0.537,0.805,99.755
"03 SEP2012","_","_","_","_",1.500,0.000,"_",0.108,0.122,0.276,0.533,0.798,99.755
"04 SEP2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.102,0.122,0.273,0.528,0.791,99.760
"05 SEP2012","_","_","_","_",1.500,0.000,"_",0.107,0.121,0.269,0.521,0.782,99.760
"06 SEP2012","_","_","_","_",1.500,0.000,"_",0.108,0.121,0.266,0.518,0.776,99.745
"07 SEP2012","_","_","_","_",1.500,0.000,"_",0.105,0.121,0.265,0.515,0.773,99.740
"10 SEP2012","_","_","_","_",1.500,0.000,"_",0.101,0.120,0.261,0.509,0.766,99.745
"11 SEP2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.100,0.120,0.258,0.501,0.759,99.755
"12 SEP2012","_","_","_","_",1.500,0.000,"_",0.101,0.120,0.255,0.496,0.753,99.750
"13 SEP2012","_","_","_","_",1.500,0.000,"_",0.103,0.120,0.252,0.493,0.750,99.755
"14 SEP2012","_","_","_","_",1.500,0.000,"_",0.095,0.120,0.250,0.487,0.746,99.750
"17 SEP2012","_","_","_","_",1.500,0.000,"_",0.089,0.120,0.248,0.482,0.742,99.750
"18 SEP2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.100,0.119,0.244,0.476,0.735,99.790
"19 SEP2012","_","_","_","_",1.500,0.000,"_",0.090,0.118,0.238,0.472,0.728,99.800
"20 SEP2012","_","_","_","_",1.500,0.000,"_",0.097,0.116,0.233,0.465,0.719,99.825
"21 SEP2012","_","_","_","_",1.500,0.000,"_",0.095,0.115,0.228,0.457,0.711,99.830
"24 SEP2012","_","_","_","_",1.500,0.000,"_",0.095,0.116,0.225,0.452,0.703,99.825
"25 SEP2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.092,0.117,0.222,0.448,0.697,99.810
"26 SEP2012","_","_","_","_",1.500,0.000,"_",0.096,0.117,0.222,0.446,0.694,99.785
"27 SEP2012","_","_","_","_",1.500,0.000,"_",0.095,0.115,0.221,0.442,0.690,99.805
"28 SEP2012","_","_","_","_",1.500,0.000,"_",0.107,0.115,0.220,0.437,0.684,99.810
"01 OCT2012","_","_","_","_",1.500,0.000,"_",0.095,0.116,0.223,0.438,0.685,99.800
"02 OCT2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.087,0.115,0.220,0.435,0.681,99.805
"03 OCT2012","_","_","_","_",1.500,0.000,"_",0.085,0.114,0.218,0.432,0.677,99.815
"04 OCT2012","_","_","_","_",1.500,0.000,"_",0.095,0.112,0.216,0.429,0.675,99.805
"05 OCT2012","_","_","_","_",1.500,0.000,"_",0.093,0.112,0.215,0.425,0.670,99.800
"08 OCT2012","_","_","_","_",1.500,0.000,"_",0.094,0.112,0.214,0.423,0.666,99.800
"09 OCT2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.091,0.111,0.212,0.421,0.662,99.810
"10 OCT2012","_","_","_","_",1.500,0.000,"_",0.092,0.111,0.211,0.417,0.659,99.810
"11 OCT2012","_","_","_","_",1.500,0.000,"_",0.095,0.111,0.210,0.416,0.655,99.800
"12 OCT2012","_","_","_","_",1.500,0.000,"_",0.092,0.111,0.210,0.415,0.654,99.795
"15 OCT2012","_","_","_","_",1.500,0.000,"_",0.096,0.111,0.209,0.414,0.652,99.790
"16 OCT2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.091,0.111,0.208,0.413,0.651,99.785
"17 OCT2012","_","_","_","_",1.500,0.000,"_",0.093,0.111,0.207,0.409,0.648,99.790
"18 OCT2012","_","_","_","_",1.500,0.000,"_",0.093,0.110,0.205,0.406,0.643,99.795
"19 OCT2012","_","_","_","_",1.500,0.000,"_",0.095,0.110,0.204,0.405,0.641,99.795
"22 OCT2012","_","_","_","_",1.500,0.000,"_",0.092,0.110,0.204,0.405,0.640,99.795
"23 OCT2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.088,0.110,0.203,0.402,0.638,99.795
"24 OCT2012","_","_","_","_",1.500,0.000,"_",0.089,0.110,0.202,0.399,0.634,99.800
"25 OCT2012","_","_","_","_",1.500,0.000,"_",0.089,0.110,0.201,0.398,0.631,99.800
"26 OCT2012","_","_","_","_",1.500,0.000,"_",0.086,0.110,0.199,0.396,0.627,99.800
"29 OCT2012","_","_","_","_",1.500,0.000,"_",0.089,0.110,0.196,0.394,0.624,99.810
"30 OCT2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.088,0.110,0.198,0.391,0.621,99.800
"31 OCT2012","_","_","_","_",1.500,0.000,"_",0.078,0.110,0.197,0.389,0.618,99.800
"01 NOV2012","_","_","_","_",1.500,0.000,"_",0.079,0.110,0.197,0.387,0.615,99.805
"02 NOV2012","_","_","_","_",1.500,0.000,"_",0.090,0.110,0.197,0.385,0.611,99.810
"05 NOV2012","_","_","_","_",1.500,0.000,"_",0.089,0.109,0.196,0.381,0.607,99.810
"06 NOV2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.090,0.109,0.196,0.377,0.602,99.810
"07 NOV2012","_","_","_","_",1.500,0.000,"_",0.090,0.109,0.196,0.375,0.597,99.825
"08 NOV2012","_","_","_","_",1.500,0.000,"_",0.087,0.109,0.194,0.370,0.592,99.825
"09 NOV2012","_","_","_","_",1.500,0.000,"_",0.072,0.109,0.193,0.366,0.589,99.808
"12 NOV2012","_","_","_","_",1.500,0.000,"_",0.082,0.108,0.192,0.363,0.587,99.825
"13 NOV2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.080,0.108,0.192,0.361,0.586,99.808
"14 NOV2012","_","_","_","_",1.500,0.000,"_",0.077,0.108,0.191,0.358,0.585,99.820
"15 NOV2012","_","_","_","_",1.500,0.000,"_",0.078,0.108,0.191,0.357,0.584,99.820
"16 NOV2012","_","_","_","_",1.500,0.000,"_",0.079,0.108,0.191,0.356,0.583,99.815
"19 NOV2012","_","_","_","_",1.500,0.000,"_",0.077,0.108,0.191,0.354,0.582,99.815
"20 NOV2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.074,0.107,0.190,0.352,0.582,99.810
"21 NOV2012","_","_","_","_",1.500,0.000,"_",0.072,0.107,0.190,0.352,0.582,99.815
"22 NOV2012","_","_","_","_",1.500,0.000,"_",0.071,0.107,0.190,0.351,0.581,99.810
"23 NOV2012","_","_","_","_",1.500,0.000,"_",0.074,0.107,0.190,0.351,0.581,99.815
"26 NOV2012","_","_","_","_",1.500,0.000,"_",0.072,0.107,0.189,0.349,0.580,99.815
"27 NOV2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.072,0.107,0.189,0.348,0.580,99.815
"28 NOV2012","_","_","_","_",1.500,0.000,"_",0.073,0.107,0.188,0.347,0.578,99.815
"29 NOV2012","_","_","_","_",1.500,0.000,"_",0.072,0.112,0.190,0.345,0.576,99.810
"30 NOV2012","_","_","_","_",1.500,0.000,"_",0.077,0.113,0.191,0.344,0.574,99.805
"03 DIC2012","_","_","_","_",1.500,0.000,"_",0.077,0.113,0.190,0.342,0.574,99.810
"04 DIC2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.073,0.113,0.191,0.341,0.574,99.815
"05 DIC2012","_","_","_","_",1.500,0.000,"_",0.069,0.113,0.190,0.340,0.573,99.815
"06 DIC2012","_","_","_","_",1.500,0.000,"_",0.072,0.112,0.190,0.339,0.570,99.815
"07 DIC2012","_","_","_","_",1.500,0.000,"_",0.072,0.111,0.187,0.330,0.558,99.820
"10 DIC2012","_","_","_","_",1.500,0.000,"_",0.069,0.110,0.183,0.322,0.547,99.820
"11 DIC2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.067,0.110,0.181,0.316,0.540,99.820
"12 DIC2012","_","_","_","_",1.500,0.000,"_",0.066,0.110,0.183,0.318,0.540,99.815
"13 DIC2012","_","_","_","_",1.500,0.000,"_",0.071,0.110,0.183,0.317,0.539,99.820
"14 DIC2012","_","_","_","_",1.500,0.000,"_",0.074,0.110,0.184,0.316,0.537,99.815
"17 DIC2012","_","_","_","_",1.500,0.000,"_",0.071,0.110,0.184,0.317,0.539,99.815
"18 DIC2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.072,0.110,0.184,0.318,0.540,99.835
"19 DIC2012","_","_","_","_",1.500,0.000,"_",0.070,0.110,0.183,0.318,0.542,99.830
"20 DIC2012","_","_","_","_",1.500,0.000,"_",0.069,0.110,0.183,0.318,0.543,99.823
"21 DIC2012","_","_","_","_",1.500,0.000,"_",0.060,0.110,0.184,0.318,0.543,"_"
"24 DIC2012","_","_","_","_",1.500,0.000,"_",0.061,0.110,0.186,0.319,0.544,99.815
"25 DIC2012","_","_","_","_","_","_","_","_","_","_","_","_","_"
"26 DIC2012","_","_","_","_",1.500,0.000,"_","_","_","_","_","_","_"
"27 DIC2012","_","_","_","_",1.500,0.000,"_",0.072,0.111,0.185,0.319,0.543,99.823
"28 DIC2012",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.079,0.109,0.186,0.320,0.543,99.830
"31 DIC2012","_","_","_","_",1.500,0.000,"_",0.131,0.109,0.187,0.320,0.542,99.818
"01 ENE2013","_","_","_","_","_","_","_","_","_","_","_","_","_"
"02 ENE2013","_","_","_","_",1.500,0.000,"_",0.062,0.109,0.188,0.319,0.543,99.830
"03 ENE2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.066,0.109,0.189,0.320,0.544,99.805
"04 ENE2013","_","_","_","_",1.500,0.000,"_",0.068,0.110,0.191,0.324,0.549,99.803
"07 ENE2013","_","_","_","_",1.500,0.000,"_",0.066,0.110,0.192,0.325,0.550,99.803
"08 ENE2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.067,0.110,0.192,0.326,0.551,99.805
"09 ENE2013","_","_","_","_",1.500,0.000,"_",0.069,0.110,0.192,0.326,0.551,99.810
"10 ENE2013","_","_","_","_",1.500,0.000,"_",0.069,0.110,0.190,0.325,0.550,99.785
"11 ENE2013","_","_","_","_",1.500,0.000,"_",0.067,0.111,0.195,0.331,0.559,99.765
"14 ENE2013","_","_","_","_",1.500,0.000,"_",0.065,0.112,0.199,0.337,0.566,99.745
"15 ENE2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.064,0.112,0.202,0.341,0.570,99.750
"16 ENE2013","_","_","_","_",1.500,0.000,"_",0.067,0.111,0.201,0.340,0.570,99.760
"17 ENE2013","_","_","_","_",1.500,0.000,"_",0.068,0.112,0.204,0.344,0.574,99.695
"18 ENE2013","_","_","_","_",1.500,0.000,"_",0.068,0.112,0.209,0.351,0.587,99.730
"21 ENE2013","_","_","_","_",1.500,0.000,"_",0.068,0.112,0.209,0.353,0.587,99.730
"22 ENE2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.069,0.112,0.209,0.353,0.586,99.745
"23 ENE2013","_","_","_","_",1.500,0.000,"_",0.068,0.112,0.209,0.353,0.586,99.745
"24 ENE2013","_","_","_","_",1.500,0.000,"_",0.068,0.113,0.211,0.353,0.585,99.725
"25 ENE2013","_","_","_","_",1.500,0.000,"_",0.071,0.113,0.214,0.356,0.590,99.680
"28 ENE2013","_","_","_","_",1.500,0.000,"_",0.073,0.117,0.224,0.370,0.609,99.680
"29 ENE2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.074,0.118,0.226,0.373,0.611,99.710
"30 ENE2013","_","_","_","_",1.500,0.000,"_",0.081,0.120,0.230,0.376,0.619,99.710
"31 ENE2013","_","_","_","_",1.500,0.000,"_",0.080,0.121,0.232,0.378,0.620,99.710
"01 FEB2013","_","_","_","_",1.500,0.000,"_",0.081,0.122,0.234,0.380,0.622,99.715
"04 FEB2013","_","_","_","_",1.500,0.000,"_",0.079,0.123,0.233,0.380,0.621,99.735
"05 FEB2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.074,0.123,0.233,0.380,0.618,99.735
"06 FEB2013","_","_","_","_",1.500,0.000,"_",0.067,0.123,0.233,0.379,0.616,99.735
"07 FEB2013","_","_","_","_",1.500,0.000,"_",0.068,0.122,0.232,0.378,0.617,99.750
"08 FEB2013","_","_","_","_",1.500,0.000,"_",0.068,0.120,0.227,0.372,0.609,99.750
"11 FEB2013","_","_","_","_",1.500,0.000,"_",0.072,0.121,0.227,0.371,0.606,99.750
"12 FEB2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.073,0.121,0.226,0.369,0.604,99.750
"13 FEB2013","_","_","_","_",1.500,0.000,"_",0.064,0.121,0.226,0.369,0.602,99.745
"14 FEB2013","_","_","_","_",1.500,0.000,"_",0.066,0.121,0.226,0.367,0.598,99.755
"15 FEB2013","_","_","_","_",1.500,0.000,"_",0.060,0.120,0.225,0.363,0.593,99.755
"18 FEB2013","_","_","_","_",1.500,0.000,"_",0.058,0.120,0.223,0.359,0.589,0.000
"19 FEB2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.062,0.120,0.221,0.357,0.586,99.755
"20 FEB2013","_","_","_","_",1.500,0.000,"_",0.069,0.120,0.221,0.356,0.585,99.755
"21 FEB2013","_","_","_","_",1.500,0.000,"_",0.070,0.119,0.220,0.354,0.583,99.760
"22 FEB2013","_","_","_","_",1.500,0.000,"_",0.071,0.119,0.218,0.352,0.581,99.790
"25 FEB2013","_","_","_","_",1.500,0.000,"_",0.064,0.117,0.213,0.343,0.571,99.790
"26 FEB2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.065,0.117,0.210,0.338,0.565,99.785
"27 FEB2013","_","_","_","_",1.500,0.000,"_",0.056,0.118,0.210,0.336,0.560,99.790
"28 FEB2013","_","_","_","_",1.500,0.000,"_",0.066,0.118,0.209,0.334,0.557,99.800
"01 MAR2013","_","_","_","_",1.500,0.000,"_",0.059,0.117,0.206,0.328,0.549,99.800
"04 MAR2013","_","_","_","_",1.500,0.000,"_",0.060,0.117,0.202,0.324,0.544,99.805
"05 MAR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.061,0.117,0.200,0.322,0.543,99.810
"06 MAR2013","_","_","_","_",1.500,0.000,"_",0.070,0.118,0.200,0.321,0.540,99.815
"07 MAR2013","_","_","_","_",1.500,0.000,"_",0.063,0.118,0.200,0.321,0.538,99.795
"08 MAR2013","_","_","_","_",1.500,0.000,"_",0.060,0.118,0.201,0.324,0.541,99.790
"11 MAR2013","_","_","_","_",1.500,0.000,"_",0.064,0.117,0.201,0.326,0.542,99.795
"12 MAR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.068,0.118,0.201,0.326,0.543,99.795
"13 MAR2013","_","_","_","_",1.500,0.000,"_",0.068,0.118,0.203,0.325,0.542,99.795
"14 MAR2013","_","_","_","_",1.500,0.000,"_",0.068,0.118,0.204,0.326,0.544,99.790
"15 MAR2013","_","_","_","_",1.500,0.000,"_",0.070,0.118,0.204,0.326,0.543,99.795
"18 MAR2013","_","_","_","_",1.500,0.000,"_",0.069,0.119,0.206,0.326,0.543,99.770
"19 MAR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.064,0.118,0.207,0.330,0.545,99.685
"20 MAR2013","_","_","_","_",1.500,0.000,"_",0.065,0.118,0.210,0.335,0.551,99.715
"21 MAR2013","_","_","_","_",1.500,0.000,"_",0.062,0.118,0.211,0.334,0.550,99.705
"22 MAR2013","_","_","_","_",1.500,0.000,"_",0.061,0.120,0.215,0.339,0.553,99.700
"25 MAR2013","_","_","_","_",1.500,0.000,"_",0.064,0.119,0.214,0.336,0.549,99.730
"26 MAR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.064,0.119,0.213,0.337,0.547,99.745
"27 MAR2013","_","_","_","_",1.500,0.000,"_",0.067,0.117,0.212,0.335,0.545,99.745
"28 MAR2013","_","_","_","_",1.500,0.000,"_",0.112,0.117,0.211,0.335,0.547,99.783
"29 MAR2013","_","_","_","_","_","_","_","_","_","_","_","_","_"
"01 ABR2013","_","_","_","_",1.500,0.000,"_","_","_","_","_","_","_"
"02 ABR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.070,0.117,0.210,0.332,0.544,99.775
"03 ABR2013","_","_","_","_",1.500,0.000,"_",0.072,0.117,0.210,0.331,0.540,99.775
"04 ABR2013","_","_","_","_",1.500,0.000,"_",0.074,0.118,0.210,0.330,0.540,99.795
"05 ABR2013","_","_","_","_",1.500,0.000,"_",0.075,0.118,0.210,0.326,0.534,99.790
"08 ABR2013","_","_","_","_",1.500,0.000,"_",0.082,0.118,0.210,0.327,0.534,99.770
"09 ABR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.078,0.119,0.211,0.328,0.536,99.775
"10 ABR2013","_","_","_","_",1.500,0.000,"_",0.082,0.119,0.211,0.329,0.537,99.775
"11 ABR2013","_","_","_","_",1.500,0.000,"_",0.086,0.119,0.211,0.329,0.536,99.775
"12 ABR2013","_","_","_","_",1.500,0.000,"_",0.082,0.118,0.210,0.327,0.534,99.790
"15 ABR2013","_","_","_","_",1.500,0.000,"_",0.083,0.119,0.210,0.327,0.533,99.795
"16 ABR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.080,0.119,0.210,0.326,0.530,99.795
"17 ABR2013","_","_","_","_",1.500,0.000,"_",0.078,0.118,0.210,0.325,0.531,99.805
"18 ABR2013","_","_","_","_",1.500,0.000,"_",0.080,0.118,0.208,0.322,0.526,99.805
"19 ABR2013","_","_","_","_",1.500,0.000,"_",0.083,0.118,0.208,0.322,0.526,99.805
"22 ABR2013","_","_","_","_",1.500,0.000,"_",0.082,0.118,0.208,0.322,0.525,99.815
"23 ABR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.079,0.118,0.207,0.320,0.520,99.815
"24 ABR2013","_","_","_","_",1.500,0.000,"_",0.083,0.118,0.206,0.319,0.518,99.820
"25 ABR2013","_","_","_","_",1.500,0.000,"_",0.083,0.117,0.206,0.318,0.515,99.818
"26 ABR2013","_","_","_","_",1.500,0.000,"_",0.082,0.117,0.207,0.318,0.515,99.825
"29 ABR2013","_","_","_","_",1.500,0.000,"_",0.085,0.117,0.207,0.317,0.513,99.825
"30 ABR2013",0.750,0.000,0.750,0.750,1.500,0.000,"_",0.102,0.116,0.207,0.315,0.510,99.823
"01 MAY2013","_","_","_","_","_","_","_","_","_","_","_","_","_"
"02 MAY2013","_","_","_","_",1.500,0.000,"_",0.078,0.116,0.207,0.313,0.510,99.835
"03 MAY2013","_","_","_","_",1.500,0.000,"_",0.077,0.113,0.201,0.302,0.493,99.815
"06 MAY2013","_","_","_","_",1.500,0.000,"_",0.083,0.113,0.202,0.302,0.490,99.815
"07 MAY2013",0.500,-0.250,0.500,0.500,1.500,0.000,"_",0.075,0.112,0.202,0.302,0.490,99.800
"08 MAY2013","_","_","_","_",1.000,0.000,"_",0.064,0.112,0.203,0.303,0.491,99.800
"09 MAY2013","_","_","_","_",1.000,0.000,"_",0.072,0.112,0.203,0.302,0.488,99.800
"10 MAY2013","_","_","_","_",1.000,0.000,"_",0.074,0.112,0.203,0.303,0.489,99.780
"13 MAY2013","_","_","_","_",1.000,0.000,"_",0.086,0.112,0.203,0.303,0.490,99.785
"14 MAY2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.081,0.112,0.203,0.303,0.491,99.785
"15 MAY2013","_","_","_","_",1.000,0.000,"_",0.078,0.112,0.203,0.303,0.491,99.800
"16 MAY2013","_","_","_","_",1.000,0.000,"_",0.082,0.112,0.202,0.301,0.486,99.805
"17 MAY2013","_","_","_","_",1.000,0.000,"_",0.066,0.112,0.200,0.297,0.479,99.810
"20 MAY2013","_","_","_","_",1.000,0.000,"_",0.069,0.112,0.199,0.294,0.477,99.810
"21 MAY2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.076,0.112,0.198,0.293,0.475,99.805
"22 MAY2013","_","_","_","_",1.000,0.000,"_",0.083,0.112,0.199,0.293,0.475,99.805
"23 MAY2013","_","_","_","_",1.000,0.000,"_",0.078,0.112,0.199,0.293,0.473,99.800
"24 MAY2013","_","_","_","_",1.000,0.000,"_",0.081,0.112,0.200,0.294,0.474,99.805
"27 MAY2013","_","_","_","_",1.000,0.000,"_",0.082,0.112,0.201,0.295,0.474,99.800
"28 MAY2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.084,0.112,0.199,0.297,0.473,99.800
"29 MAY2013","_","_","_","_",1.000,0.000,"_",0.076,0.112,0.200,0.298,0.476,99.805
"30 MAY2013","_","_","_","_",1.000,0.000,"_",0.073,0.112,0.200,0.299,0.480,99.800
"31 MAY2013","_","_","_","_",1.000,0.000,"_",0.114,0.113,0.200,0.298,0.478,99.805
"03 JUN2013","_","_","_","_",1.000,0.000,"_",0.078,0.113,0.200,0.299,0.478,99.800
"04 JUN2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.078,0.114,0.200,0.300,0.482,99.800
"05 JUN2013","_","_","_","_",1.000,0.000,"_",0.081,0.114,0.200,0.300,0.481,99.800
"06 JUN2013","_","_","_","_",1.000,0.000,"_",0.083,0.114,0.200,0.300,0.480,99.790
"07 JUN2013","_","_","_","_",1.000,0.000,"_",0.078,0.115,0.203,0.308,0.490,99.790
"10 JUN2013","_","_","_","_",1.000,0.000,"_",0.082,0.115,0.204,0.312,0.495,99.790
"11 JUN2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.075,0.119,0.205,0.315,0.502,99.790
"12 JUN2013","_","_","_","_",1.000,0.000,"_",0.077,0.120,0.208,0.319,0.504,99.785
"13 JUN2013","_","_","_","_",1.000,0.000,"_",0.074,0.120,0.209,0.320,0.504,99.785
"14 JUN2013","_","_","_","_",1.000,0.000,"_",0.075,0.121,0.209,0.319,0.504,99.790
"17 JUN2013","_","_","_","_",1.000,0.000,"_",0.080,0.120,0.210,0.319,0.501,0.000
"18 JUN2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.073,0.122,0.210,0.320,0.503,99.755
"19 JUN2013","_","_","_","_",1.000,0.000,"_",0.082,0.123,0.212,0.323,0.506,99.740
"20 JUN2013","_","_","_","_",1.000,0.000,"_",0.082,0.125,0.214,0.329,0.516,99.715
"21 JUN2013","_","_","_","_",1.000,0.000,"_",0.084,0.127,0.216,0.333,0.524,99.695
"24 JUN2013","_","_","_","_",1.000,0.000,"_",0.084,0.128,0.221,0.341,0.535,99.660
"25 JUN2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.079,0.128,0.225,0.345,0.541,99.680
"26 JUN2013","_","_","_","_",1.000,0.000,"_",0.084,0.126,0.222,0.343,0.539,99.725
"27 JUN2013","_","_","_","_",1.000,0.000,"_",0.086,0.124,0.219,0.337,0.529,99.740
"28 JUN2013","_","_","_","_",1.000,0.000,"_",0.208,0.123,0.218,0.335,0.527,99.725
"01 JUL2013","_","_","_","_",1.000,0.000,"_",0.085,0.121,0.222,0.340,0.534,99.720
"02 JUL2013",0.500,0.000,0.500,0.500,1.000,0.000,"_",0.082,0.122,0.221,0.341,0.534,99.740
